,Unnamed: 0,tweet,label
252,252,the amount of times he said the word bitch was annoying as hell,1
253,253,nasty shemales masturbating,0
254,254,too bad i aint packing like that banana ,1
255,255,you are a fucking legend mate  balls of steel ,1
256,256,yall are out here trying to recruit a date rapist for the dem socialists  youre fucking sick,0
257,257,[melon] 170404 20 00kst through the night placed 1 on melon for 266 consecutive hours ,1
258,258,people are so damn fu  ing stupid    theyll believe in an invisible creature i e god ignore to believe in unicorns dragons hippogriffs ,1
259,259,im a grown ass man i fuckn hate being told what to do,1
260,260,here everyone    now russia is threatening us    this is fucked up  he just put us all at risk of…,1
261,261,im so fucking impulsive i have 0 self control i fucking hate myself,1
262,262,rant over  i still hate this fucked up school though ,0
263,263,when everyone calls me retarded,1
264,264,marshall thats all you listen too get your annoying umpa lumpa lookin ass out of my mentions,1
265,265,saying you stan+calling them untalented  with your nasty ass whore mouth bruhh youre the biggest joke on twitter ,1
266,266,im fuckin sick i tried to ash out da sun roof and da wind took my jay ,1
267,267,i wanna be fucked   go to the link ,1
268,268,i can go years without sex   these niggas be nasty af anyway,1
269,269,look at this fuckin retard,1
270,270,i hate when a nigga be tryna underhand flirt     like boy bye,1
271,271,can you count its 1 3 idiot,1
272,272,ill put this potbellys food  over these ugly hoes who pretend to be bad  ,1
273,273,my baby amber defending sulli when some nasty ass commented on her weight  if she wasnt on camera she probably wou…,1
274,274,you believe in god  youre an idiot,1
275,275,omg i cant believe someone would wish that on anyone never mind a baby the sick bitch,1
276,276,yall still calling women nappy headed in 2016  you dog face bitches gotta grow up  thats why your kids ugly and cant cou…,1
277,277,no one suits them god damn awful hats,1
278,278,dont make me look like an idiot and expect me not to make you feel like one ¿ ,1
279,279,my head so nasty i thought that was a vagina ,1
280,280,a retarded penguin retweeted this,1
281,281,get that money bitch  you fucking go    ,1
282,282,if you still hate this nigga ,1
283,283,me  im getting sick mom  cuz u be on that damn phone,1
284,284,let it be known that i hate being a fucking team leader ,1
285,285,i am trying to avoid using the word hate but i fucking hate donald trump ,1
286,286,credit your photographer  credit your producer  credit your stylist  credut your designer  credit the fucking artist   ,1
287,287,fuck loveeee      ,1
288,288,norfolk fucking brought it ,1
289,289, __ __  jeroen mondrian and raoul vargasin twinky bareback fucking  cum in every hole  …,1
290,290,so this dude bombed syria     idiot,0
291,291,ugh  crippling self doubt is the worst ,1
292,292,quit fucking spamming me with this crap it dont work,1
293,293,ive told my missus and lad to say  nein danke    they hate the krauts and piss off ,1
294,294,alexis texas bad ass booty,1
295,295,thats fucking awful  im so sorry you were put through that ,1
296,296,i wanna be fucked   meet me here,1
297,297,whoops my ass got in the way  my bad,1
298,298,god damn you miserable as hell lmaooo,1
299,299,hate the  ew u drink beer  type of bitches shutup befor i crack u w my fortyyyyyy shawtyyy,1
300,300,the number 1 angel shows are gonna be fucking wiiiiild   opening in sf ny with joining in n…,1
301,301,we wanted to b adults so bad     now look at us     just fuckin look  ,1
302,302,sanders said  im sick of talking about your damned emails ,1
303,303,i cant breathe jessica bitch slapped hannah so bad,1
304,304,tss = the steve series i fucking hate character limit ,1
305,305,yall ass always want somebody to put yo nasty ass toes in they mouth wtf,1
306,306,r u dump or u r too stupid idiot,1
307,307,horse face hoe stop playing before i show the world yo lil ugly ass,1
308,308,im letting u know now  we not protesting when the laws shoot yo ass for this stupid phone case ,0
309,309,if someone heard mine and macies convo in applebees theyd think we were idiots ,0
310,310,[info] 170331 will have dj melon talk radio segments  like before  for a week until april 6th ,1
311,311,pip is an idiot   and needs to tell the truth       and why didnt she realise before ,1
312,312,still ugly as hell,1
313,313,rick james fucking hated prince  who i have pledged all of my allegiance to  but it doesnt keep me from appreciating james eccentricities ,1
314,314,i dont even    what in the damn hell  this looks so nasty but i cant stop watching it   ,1
315,315,i fucking hate you,1
316,316,son this nigga is the worst,1
317,317,its the fucking      go fucking heels,1
318,318,she does tori is an idiot for taking it all the time,1
319,319,one day you gone catch me on a bad day and im gone go off on yo ass ,1
320,320,tour   dublin   fucking hell     ️,1
321,321,send this to that idiot dummy crat waters  you,1
322,322,you can suck my fuckin burrito you filthy taco bender,0
323,323,abc news reports that syria moved personnel  equipment  and aircraft from the base before the strikes ,1
324,324,oh yeah so i fought mara and it dealt 69 damage and i fucking hate life,1
325,325,if you still hate this nigga ,1
326,326,damn   all my mama say is  you not too sick to be on that damn phone ,1
327,327,im a nasty ass freak when i like you  ,1
328,328,you bunch of ass clowns are as bad as the illegitimate pres we got stuck with  leaders in bs news ,1
329,329,i hate you niggas,1
330,330,gotta make the freshman this year or everyone retarded,1
331,331,i just want gordon ramsay to call me an idiot sandwich,1
332,332,wikileaks are fucking gods                                                                      ,1
333,333,i hate fat bitches cause of this oneeeeee fat bitch she ruined it     ,1
334,334,bad bitches dont take days off,1
335,335,i wanna be fucked   i learn here,1
336,336,i recorded a video and i look stupid as hell lmaoo,1
337,337,might pull up wit yo bitch just to make these niggas sick,1
338,338,i fucking know        i was like     wtf       ,1
339,339,she has a way with words    for an idiot,1
340,340,are you stupid its bc russ has done it 40 fuckin times,1
341,341,demarco murray sick af  fuckin trader,1
342,342,why is my fucking windscreen fucking frozen   its fucking april you cunt  ,1
343,343,what the hell is wrong with these jnu types    they know how to distract when its time to focus on studies   ,1
344,344,while bandits and dragons still attack my dog while im bloody mining ore and building a goddamn solarium…,1
345,345,im watching gm interviews and fuck why is he gone   why            ,1
346,346,and so now were misinformed idiots because of your choice of behaviour ,0
347,347,i be tryna see wassup allat subbing throwing shade and allat is bad fa yall health bird ass hoes,0
348,348,•who retard said cop belt was removed again  ,1
349,349,hate helping people who dont fucking listen,1
350,350,this will bite him on the arse stupid thing to do ,1
351,351,fabiana toledo shemale beauty interracial nasty assfucking,1
352,352,if your feminism has no class analysis in it  youre just a fucking bad feminist and thats all there is to it ,1
353,353,ugly bad built ass bitch i wouldve slapped tf out her ,1
354,354,theres not a goddamn bad mood that a tanning sesh and a cup of coffee cant cure ,1
355,355,how shocked would yall be if i got a bitch on yall,1
356,356,im letting u know now  we not protesting when the laws shoot yo ass for this stupid phone case ,1
357,357,would this brainless retard that claims to be my father just hurry up and die¿¿¿ ¿   ¿  ¿ ¿ ,1
358,358,im a bad bitch  hoe u cant kill me,1
359,359,i hate when niggas be like  bring a friend for my bro  like nigga im not even bringing me for you lmfaoo gtfoh,1
360,360,everything is temporary including yo ugly ass face,1
361,361,squidwards a fucking philosopher ,1
362,362,line from this  i dont take orders from a fucking woman    ,1
363,363,pornhub has some sick motherfuckers on their prank team,1
364,364,give me 1 reason why the foul mouth idiot   tom peres   should be retained as dnc chair  hes as nutty as a fruit cake ,1
365,365,  nasty slut  this daddys pussy  ,1
366,366,this country is run by idiots   i wonder which one the worst   this or trump,0
367,367,women who claim they dont get wifed because they arent hoes are just as bad as dudes who claim theyre overlooked bc the…,1
368,368,dont let idiots ruin your day ,1
369,369,jap battle  explicit     crazy ex girlfriend  awe snap  scarsdale   ,0
370,370,i can see the headlines now     no service for andy carroll at the vodafone stadium tonight   cant fucking wait ,1
371,371,13 years without a title you fucking idiot,1
372,372,just cuz my money keep runnin like forest gump i got niggas hate me like im donald trump,1
373,373,damn   all my mama say is  you not too sick to be on that damn phone ,1
374,374,im an idiot wottice,1
375,375,the stupid fucking hoops we are all jumping through  we deserve to die  as a species ,1
376,376,hate girls that be all up on my mans notifications but when he tweets about me you bitches are no where to be found ,1
377,377,post bath dildo fucking ,1
378,378,im so sick of you nig nogs    so sick,1
379,379,bad ass jam from of,1
380,380,i literally over analyze everything its so fucking annoying  you can be taking a nap and in my head ill think were growing…,1
381,381,can you imagine a conversation between these two idiots,1
382,382,lil ugly ass ,1
383,383,addison rides her fucking machine and squirts all over ,1
384,384,if you dont vote judaism youre an idiot ,1
385,385,coffee doesnt even fucking rhyme with conference  xd ,1
386,386,my fucking dude emmette eating ,1
387,387,lost respect for a lot of people this year      disgusting ass,1
388,388,its so annoying just to see some people sit and bullshit on what i want to use,1
389,389,i swear people are so fucking ignorant and annoying,1
390,390,hacked stop leaving your twitter up 2 fucking school idiot,1
391,391,titanfall 2   saltball  grapple  ronin  | music by iniquity via shits sick dude ,1
392,392,hi im still a piece of shit that everyone hates      ,1
393,393,liberal retard garrett i will block you,1
394,394,stranger fucks real bored housewife,1
395,395, o oooh~   y yeah  fuck my pussy    j just please dont tell pit      ,1
396,396,thanking the fucking universe and you my blond strumpet   ,0
397,397,kamoshida is ugly and he pisses me off  but his character gives tensity to the story,1
398,398,and we have some stupid people among us who are fans of that idiotic illiterate pakistani malala  ,1
399,399,lets go you wanna act like a bad bitch then show up ,1
400,400, opened 5 min ago  is so fuckin annoying  a dinny send messages for the ged of ma health a send them for a fuckin reply,1
401,401,so you call  horrific  the fact that this asshole got gored but not the fact that bullfighting torturing animals…,1
402,402,bloody hell i havent been a size 4 since i was 15  uni what have you done to me,0
403,403,side strokes can drive them crazy   tits was bouncing   ,1
404,404,those idiots in the senate congress cant order lunch without a 3 day debate on what to eat  they snooze  they lose ,1
405,405,holy fuck did they jist throw michonne     if michonne dies  we riot ,1
406,406,find you a bad bitch like this  ,1
407,407,bad ass bitch,1
408,408,i hate when someone pass away and then everybody act like they were so close to them  bitch shut up and let these people gr…,1
409,409,no need to apologize because some people are too retarded to see your message of positivity and to trying to unite us ,0
410,410,spot fucking on   how did you know  ️thank you  blueq,1
411,411,boneless wings are not even wings     theyre fucking nuggets              delete this      ,1
412,412,hey what the hell i pulled into my driveway and i could see my sister in the living room watching star vs the forces of evil without me,1
413,413,im so fucking pissed    i hate you trump  i wanted to start ww3,1
414,414,i wanna be fucked   find my name here,1
415,415,ugly slut with bushy clam gangbanged brutally,1
416,416,do you know how stupid you look that you cant recognize whats satirical and whats not you stupid fucking cuck ,1
417,417,this made my fucking day  thank you hypefresh  ,1
418,418,squidwards a fucking philosopher ,1
419,419,2 idiots on a bicycle with a gun,0
420,420,ill them but they too lame   dont even have a twitter you know    grown ass woman    ,1
421,421,islamic state says u s  being run by an idiot,1
422,422,dude are yuo talking abaut your familia  yuo look so idiot retard,0
423,423,[2004] daddy yankee   gasolina,1
424,424,i hate school so fucking badly  i get stuck jus give up,1
425,425,to my boyfriend  thank you for putting up with my bitchy  crybaby  bad attitudehaving  spoiled ass …,1
426,426,i hate when someone pass away and then everybody act like they were so close to them  bitch shut up and let these people gr…,0
427,427,that is a fucking movie ,1
428,428,you bitches not friends   yall just hate alike ,1
429,429,bad bitch in my passenger like bae please put tht gun away,1
430,430,dumbass just cant fix stupid,1
431,431,justice for bud  cruel students lit up fire crackers in his mouth  plz sign ,1
432,432,probably because my brothers an idiot ,1
433,433,shouldve won that bloody match  damn it ref  ibras goal wasnt even offside damn it,1
434,434,yepper   im annoying af   i have a meme for everything  im just shitty that way ,1
435,435,i hate when a nigga whos not yo nigga try to press you about another nigga like he yo nigga like nigga stop it  ,1
436,436,look which idiot bought herself ddr4 ram without owning a ddr4 motherboard this genius,1
437,437,the fucking man like  ma maws banned him from the computer thats how hes no been on in a while,1
438,438,please dont engage with idiots or let them affect you,1
439,439,untag your obviously retarded,1
440,440,you a bad bitch dont eva forget that,1
441,441,i cant wait til i get cleared that my cut is healed that way i can start working on losing this ugly ass stomach javien gave me ,1
442,442,this why bitches like u get beat up nasty ass,1
443,443,trump acts like idiot re  assad  assad reacts  trump puts out stupid statement  bannon fired from nsc  trump figures ou…,1
444,444,why bitches always want somebody to feel bad for them  suhhh you did this to yourself,1
445,445, attack dog  us media meekly kowtows to noted idiot trump after show of force  like timid piglets cowering before a…,1
446,446,yes im the nigga they hated on  heart made of stone,1
447,447,why would f ing steve bannon have poll for that matter  why would idiot have poll numbers  frauds ,1
448,448,im tired of u feminist bitches bc this is just disgusting,1
449,449,me  im getting sick mom  cuz u be on that damn phone,1
450,450,i wish she would move to montana so she could be my senator instead of that idiot steve daines,0
451,451,[] winner   fate number for melon mnet naver,1
452,452,this fucking cast  i swear its all a conspiracy to drive us all insane ,1
453,453,  so sick of this bullshit     to be woke you must ,1
454,454,this gif has me fucking dying   yall see that piece of chicken flying  ,1
455,455,youre a fucking imbecile ,0
456,456,i find myself in shitty position of dragging my sick self out to a show because i have 4 peoples tickets no one seems to have a printer,1
457,457,gays that claim theyre  not into the scene  are the fucking worst,0
458,458,wasps are the spawn of all things evil ,1
459,459,i hate this bitch with all the hate in the world ,1
460,460,  yummyyy  that always looking so fucking yummy     ,1
461,461,but youre the bloody one whos giving the cold replies you fuckin prick,1
462,462,its beyond fucking cruel that the syrians who will die because of this were doomed regardless of who won our dogshit electio…,1
